,Gender,Age,Bike Lanes
152,Male,Old,Yes
153,Male,Old,Yes
154,Male,Old,Yes
155,Female,Old,No
156,Female,Old,No
157,Male,Old,Yes
158,Male,Old,Yes
159,Female,Old,No
160,Female,Old,No
161,Female,Old,No
162,Male,Old,Yes
163,Male,Old,Yes
164,Male,Old,Yes
165,Male,Old,Yes
166,Female,Old,No
167,Male,Old,Yes
168,Male,Old,Yes
169,Male,Old,Yes
170,Female,Old,No
171,Male,Old,Yes
172,Female,Old,No
173,Female,Old,No
174,Male,Old,Yes
175,Female,Old,No
176,Female,Old,No
177,Female,Old,No
178,Female,Old,No
179,Male,Old,Yes
180,Female,Old,No
181,Female,Old,No
182,Female,Old,No
183,Male,Old,Yes
184,Female,Old,No
185,Male,Old,Yes
186,Female,Old,No
187,Female,Old,No
188,Female,Old,No
189,Female,Old,No
190,Male,Old,Yes
191,Male,Old,Yes
192,Female,Old,No
193,Female,Old,No
194,Female,Old,No
195,Female,Old,No
196,Female,Old,No
197,Female,Old,No
198,Female,Old,No
199,Female,Old,No
200,Male,Old,Yes
201,Male,Old,Yes
202,Male,Old,Yes
203,Female,Old,No
204,Female,Old,No
205,Female,Old,No
206,Male,Old,Yes
207,Female,Old,No
208,Female,Old,No
209,Female,Old,No
210,Female,Old,No
211,Female,Old,No
212,Female,Old,No
213,Female,Old,No
214,Female,Old,No
215,Female,Old,No
216,Male,Old,Yes
217,Male,Old,Yes
218,Female,Old,No
219,Female,Old,No
220,Male,Old,Yes
221,Female,Old,No
222,Female,Old,No
223,Male,Old,Yes
224,Male,Old,Yes
225,Male,Old,Yes
226,Female,Old,No
227,Male,Old,Yes
228,Male,Old,Yes
229,Male,Old,Yes
230,Female,Old,No
231,Female,Old,No
232,Male,Old,Yes
233,Male,Old,Yes
234,Male,Old,Yes
235,Female,Old,No
236,Male,Old,Yes
237,Male,Old,Yes
238,Male,Old,Yes
239,Male,Old,Yes
240,Male,Old,Yes
241,Female,Old,No
242,Female,Old,No
243,Female,Old,No
244,Female,Old,No
245,Female,Old,No
246,Male,Old,Yes
247,Male,Old,Yes
248,Male,Old,Yes
249,Female,Old,No
250,Male,Old,Yes
251,Female,Old,No
252,Female,Old,No
253,Male,Old,Yes
254,Male,Old,Yes
255,Male,Old,Yes
256,Male,Old,Yes
257,Female,Old,No
258,Female,Old,No
259,Female,Old,No
260,Male,Old,Yes
261,Female,Old,No
262,Male,Old,Yes
263,Female,Old,No
264,Male,Old,Yes
265,Male,Old,Yes
266,Male,Old,Yes
267,Female,Old,No
268,Female,Old,No
269,Male,Old,Yes
270,Male,Old,Yes
271,Female,Old,No
272,Male,Old,Yes
273,Male,Old,Yes
274,Female,Old,No
275,Female,Old,No
276,Female,Old,No
277,Male,Old,Yes
278,Female,Old,No
279,Female,Old,No
280,Male,Old,Yes
281,Female,Old,No
282,Female,Old,No
283,Male,Old,Yes
284,Male,Old,Yes
285,Male,Old,Yes
286,Male,Old,Yes
287,Female,Old,No
288,Male,Old,Yes
289,Male,Old,Yes
290,Male,Old,Yes
291,Female,Old,No
292,Male,Old,Yes
293,Male,Old,Yes
294,Female,Old,No
295,Male,Old,Yes
296,Female,Old,No
297,Male,Old,Yes
298,Female,Old,No
299,Female,Old,No
300,Male,Old,Yes
301,Male,Old,Yes
302,Female,Old,No
303,Female,Old,No
304,Female,Old,No
305,Male,Old,Yes
306,Male,Old,Yes
307,Female,Old,No
308,Female,Old,No
309,Male,Old,Yes
310,Female,Old,No
311,Female,Old,No
312,Female,Old,No
313,Female,Old,No
314,Female,Old,No
315,Female,Old,No
316,Female,Old,No
317,Male,Old,Yes
318,Female,Old,No
319,Male,Old,Yes
320,Female,Old,No
321,Male,Old,Yes
322,Female,Old,No
323,Female,Old,No
324,Female,Old,No
325,Female,Old,No
326,Male,Old,Yes
327,Female,Old,No
328,Female,Old,No
329,Female,Old,No
330,Female,Old,No
331,Male,Old,Yes
332,Female,Old,No
333,Male,Old,Yes
334,Female,Old,No
335,Female,Old,No
336,Female,Old,No
337,Male,Old,Yes
338,Female,Old,No
339,Male,Old,Yes
340,Male,Old,Yes
341,Male,Old,Yes
342,Male,Old,No
343,Female,Old,No
344,Female,Old,No
345,Male,Old,Yes
346,Female,Old,No
347,Male,Old,Yes
348,Male,Old,Yes
349,Female,Old,No
350,Female,Old,No
351,Male,Old,Yes
352,Male,Old,Yes
353,Male,Old,Yes
354,Female,Old,No
355,Male,Old,Yes
356,Male,Old,Yes
357,Female,Old,No
358,Female,Old,No
359,Male,Old,Yes
360,Female,Old,No
361,Female,Old,No
362,Female,Old,No
363,Female,Old,No
364,Female,Old,No
365,Female,Old,No
366,Male,Old,Yes
367,Female,Old,No
368,Male,Old,Yes
369,Male,Old,Yes
370,Male,Old,Yes
371,Female,Old,No
372,Male,Old,Yes
373,Male,Old,Yes
374,Male,Old,Yes
375,Female,Old,No
376,Female,Old,No
377,Female,Old,No
378,Male,Old,Yes
379,Male,Old,Yes
380,Female,Old,No
381,Male,Old,Yes
382,Female,Old,No
383,Female,Old,No
384,Female,Old,No
385,Male,Old,Yes
386,Male,Old,Yes
387,Female,Old,No
388,Female,Old,No
389,Male,Old,Yes
390,Male,Old,Yes
391,Male,Old,Yes
392,Female,Old,No
393,Female,Old,No
394,Female,Old,No
395,Female,Old,No
396,Female,Old,No
397,Female,Old,No
398,Male,Old,Yes
399,Male,Old,Yes
400,Male,Old,Yes
401,Male,Old,Yes
402,Male,Old,Yes
403,Female,Old,No
404,Male,Old,Yes
405,Male,Old,Yes
406,Male,Old,Yes
407,Female,Old,No
408,Male,Old,Yes
409,Female,Old,No
410,Male,Old,Yes
411,Female,Old,No
412,Female,Old,No
413,Male,Old,Yes
414,Male,Old,Yes
415,Female,Old,No
416,Female,Old,No
417,Female,Old,No
418,Male,Old,Yes
419,Female,Old,No
420,Female,Old,No
421,Male,Old,Yes
422,Female,Old,No
423,Female,Old,No
424,Female,Old,No
425,Male,Old,Yes
426,Male,Old,Yes
427,Male,Old,Yes
428,Female,Old,No
429,Female,Old,No
430,Male,Old,Yes
431,Female,Old,No
432,Female,Old,No
433,Female,Old,No
434,Female,Old,No
435,Male,Old,Yes
436,Female,Old,No
437,Male,Old,Yes
438,Female,Old,No
439,Female,Old,No
440,Female,Old,No
441,Male,Old,Yes
442,Female,Old,No
443,Male,Old,Yes
444,Female,Old,No
445,Female,Old,No
446,Female,Old,No
447,Male,Old,Yes
448,Female,Old,No
449,Male,Old,Yes
450,Male,Old,Yes
451,Female,Old,No
452,Male,Old,Yes
453,Male,Old,Yes
454,Female,Old,No
455,Female,Old,No
456,Female,Old,No
457,Female,Old,No
458,Female,Old,No
459,Male,Old,Yes
460,Male,Old,Yes
461,Female,Old,No
462,Female,Old,No
463,Male,Old,Yes
464,Female,Old,No
465,Male,Old,Yes
466,Male,Old,Yes
467,Male,Old,Yes
468,Female,Old,No
469,Male,Old,Yes
470,Female,Old,No
471,Female,Old,No
472,Male,Old,Yes
473,Female,Old,No
474,Female,Old,No
475,Male,Old,Yes
476,Male,Old,Yes
477,Female,Old,No
478,Female,Old,No
479,Male,Old,Yes
480,Male,Old,Yes
481,Male,Old,Yes
482,Female,Old,No
483,Male,Old,Yes
484,Female,Old,No
485,Male,Old,Yes
486,Female,Old,No
487,Female,Old,No
488,Female,Old,No
489,Female,Old,No
490,Female,Old,No
491,Male,Old,Yes
492,Male,Old,Yes
493,Male,Old,Yes
494,Male,Old,Yes
495,Male,Old,No
496,Male,Old,Yes
497,Female,Old,No
498,Male,Old,Yes
499,Female,Old,No
500,Male,Old,Yes
501,Male,Old,Yes
502,Male,Old,Yes
503,Male,Old,Yes
504,Male,Old,Yes
505,Male,Old,Yes
506,Male,Old,Yes
507,Female,Old,No
508,Female,Old,No
509,Male,Old,Yes
510,Female,Old,No
511,Male,Old,Yes
512,Male,Old,Yes
513,Male,Old,Yes
514,Female,Old,No
515,Female,Old,No
516,Female,Old,No
517,Female,Old,No
518,Male,Old,Yes
519,Female,Old,No
520,Male,Old,Yes
521,Female,Old,No
522,Male,Old,Yes
523,Female,Old,No
524,Female,Old,No
525,Female,Old,No
526,Female,Old,No
527,Male,Old,Yes
528,Female,Old,No
529,Male,Old,Yes
530,Male,Old,Yes
531,Female,Old,No
532,Female,Old,No
533,Male,Old,Yes
534,Female,Old,No
535,Male,Old,Yes
536,Female,Old,No
537,Male,Old,No
538,Male,Old,Yes
539,Male,Old,No
540,Male,Old,Yes
541,Female,Old,No
542,Female,Old,No
543,Male,Old,Yes
544,Female,Old,No
545,Male,Old,Yes
546,Female,Old,No
547,Female,Old,No
548,Female,Old,No
549,Female,Old,No
550,Male,Old,Yes
551,Male,Old,Yes
552,Male,Old,Yes
553,Male,Old,Yes
554,Male,Old,Yes
555,Female,Old,No
556,Female,Old,No
557,Female,Old,No
558,Male,Old,Yes
559,Female,Old,No
560,Female,Old,No
561,Female,Old,No
562,Male,Old,Yes
563,Male,Old,Yes
564,Female,Old,No
565,Male,Old,Yes
566,Female,Old,No
567,Female,Old,No
568,Female,Old,No
569,Male,Old,Yes
570,Female,Old,No
571,Female,Old,No
572,Female,Old,No
573,Male,Old,Yes
574,Male,Old,Yes
575,Female,Old,No
576,Female,Old,No
577,Male,Old,Yes
578,Female,Old,No
579,Female,Old,No
580,Female,Old,No
581,Male,Old,Yes
582,Male,Old,Yes
583,Female,Old,No
584,Female,Old,No
585,Male,Old,Yes
586,Female,Old,No
587,Female,Old,No
588,Male,Old,Yes
589,Female,Old,No
590,Female,Old,No
591,Male,Old,Yes
592,Male,Old,Yes
593,Male,Old,Yes
594,Female,Old,No
595,Male,Old,Yes
596,Female,Old,No
597,Female,Old,No
598,Male,Old,Yes
599,Male,Old,Yes
600,Female,Old,No
601,Female,Old,No
602,Female,Old,No
603,Female,Old,No
604,Female,Old,No
605,Female,Old,No
606,Female,Old,No
607,Female,Old,No
608,Female,Old,No
609,Male,Old,Yes
610,Female,Old,No
611,Male,Old,Yes
612,Male,Old,Yes
613,Female,Old,No
614,Female,Old,No
615,Male,Old,Yes
616,Female,Old,No
617,Female,Old,No
618,Male,Old,Yes
619,Female,Old,No
620,Male,Old,Yes
621,Male,Old,Yes
622,Male,Old,Yes
623,Male,Old,Yes
624,Female,Old,No
625,Female,Old,No
626,Female,Old,No
627,Female,Old,No
628,Male,Old,Yes
629,Male,Old,Yes
630,Female,Old,No
631,Male,Old,Yes
632,Male,Old,Yes
633,Male,Old,Yes
634,Female,Old,No
635,Female,Old,Yes
636,Male,Old,Yes
637,Male,Old,Yes
638,Male,Old,Yes
639,Male,Old,Yes
640,Male,Old,Yes
641,Female,Old,No
642,Male,Old,Yes
643,Male,Old,Yes
644,Male,Old,Yes
645,Male,Old,Yes
646,Female,Old,No
647,Female,Old,No
648,Male,Old,Yes
649,Male,Old,Yes
650,Male,Old,Yes
651,Male,Old,Yes
652,Male,Old,Yes
653,Female,Old,No
654,Male,Old,Yes
655,Male,Old,No
656,Female,Old,No
657,Female,Old,No
658,Female,Old,No
659,Male,Old,Yes
660,Female,Old,No
661,Male,Old,Yes
662,Female,Old,No
663,Female,Old,No
664,Female,Old,No
665,Male,Old,Yes
666,Female,Old,No
667,Female,Old,No
668,Female,Old,No
669,Male,Old,Yes
670,Female,Old,No
671,Female,Old,No
672,Female,Old,No
673,Male,Old,Yes
674,Male,Old,Yes
675,Female,Old,No
676,Female,Old,No
677,Female,Old,No
678,Male,Old,Yes
679,Male,Old,Yes
680,Male,Old,Yes
681,Male,Old,Yes
682,Male,Old,Yes
683,Female,Old,No
684,Male,Old,Yes
685,Female,Old,No
686,Female,Old,No
687,Female,Old,No
688,Female,Old,No
689,Female,Old,No
690,Male,Old,Yes
691,Male,Old,Yes
692,Female,Old,No
693,Female,Old,No
694,Female,Old,No
695,Male,Old,Yes
696,Male,Old,Yes
697,Female,Old,No
698,Male,Old,Yes
699,Female,Old,No
700,Male,Old,Yes
701,Female,Old,No
702,Female,Old,No
703,Female,Old,No
704,Female,Old,No
705,Female,Old,No
706,Male,Old,Yes
707,Female,Old,No
708,Male,Old,Yes
709,Male,Old,Yes
710,Male,Old,Yes
711,Female,Old,No
712,Male,Old,Yes
713,Male,Old,Yes
714,Female,Old,No
715,Female,Old,No
716,Female,Old,No
717,Female,Old,No
718,Male,Old,Yes
719,Female,Old,No
720,Male,Old,Yes
721,Female,Old,No
722,Male,Old,Yes
723,Female,Old,No
724,Female,Old,No
725,Female,Old,No
726,Female,Old,No
727,Female,Old,No
728,Male,Old,Yes
729,Male,Old,Yes
730,Male,Old,Yes
731,Female,Old,No
732,Male,Old,Yes
733,Male,Old,Yes
734,Male,Old,Yes
735,Female,Old,No
736,Female,Old,No
737,Female,Old,No
738,Male,Old,Yes
739,Female,Old,No
740,Male,Old,Yes
741,Male,Old,Yes
742,Female,Old,No
743,Female,Old,No
744,Female,Old,No
745,Female,Old,No
746,Male,Old,Yes
747,Female,Old,No
748,Male,Old,Yes
749,Female,Old,No
750,Female,Old,No
751,Male,Old,Yes
752,Female,Old,No
753,Female,Old,No
754,Male,Old,Yes
755,Male,Old,Yes
756,Female,Old,No
757,Female,Old,No
758,Male,Old,Yes
759,Female,Old,No
760,Male,Old,Yes
761,Female,Old,No
762,Female,Old,No
763,Female,Old,No
764,Male,Old,Yes
765,Male,Old,Yes
766,Male,Old,Yes
767,Female,Old,No
768,Female,Old,No
769,Male,Old,Yes
770,Female,Old,No
771,Male,Old,Yes
772,Male,Old,Yes
773,Female,Old,No
774,Female,Old,No
775,Female,Old,No
776,Female,Old,No
777,Female,Old,No
778,Female,Old,No
779,Female,Old,No
780,Male,Old,Yes
781,Female,Old,No
782,Male,Old,Yes
783,Male,Old,Yes
784,Female,Old,No
785,Male,Old,Yes
786,Female,Old,No
787,Female,Old,No
788,Male,Old,Yes
789,Male,Old,Yes
790,Male,Old,Yes
791,Female,Old,No
792,Male,Old,Yes
793,Male,Old,Yes
794,Male,Old,Yes
795,Female,Old,No
796,Male,Old,Yes
797,Female,Old,No
798,Male,Old,Yes
799,Male,Old,Yes
800,Male,Old,Yes
801,Female,Old,No
802,Male,Old,Yes
803,Female,Old,No
804,Female,Old,No
805,Male,Old,Yes
806,Female,Old,No
807,Female,Old,No
808,Male,Old,Yes
809,Male,Old,Yes
810,Female,Old,No
811,Male,Old,Yes
812,Male,Old,Yes
813,Female,Old,No
814,Male,Old,Yes
815,Female,Old,No
816,Female,Old,No
817,Male,Old,Yes
818,Male,Old,Yes
819,Female,Old,No
820,Male,Old,Yes
821,Female,Old,No
822,Male,Old,Yes
823,Female,Old,No
824,Male,Old,Yes
825,Male,Old,Yes
826,Male,Old,Yes
827,Male,Old,Yes
828,Female,Old,No
829,Male,Old,Yes
830,Male,Old,Yes
831,Male,Old,Yes
832,Female,Old,No
833,Male,Old,Yes
834,Male,Old,Yes
835,Female,Old,No
836,Male,Old,Yes
837,Female,Old,No
838,Male,Old,Yes
839,Male,Old,Yes
840,Female,Old,No
841,Female,Old,No
842,Male,Old,Yes
843,Male,Old,Yes
844,Female,Old,No
845,Female,Old,No
846,Female,Old,No
847,Male,Old,Yes
848,Male,Old,Yes
849,Female,Old,No
850,Male,Old,Yes
851,Male,Old,Yes
852,Female,Old,No
853,Male,Old,Yes
854,Male,Old,Yes
855,Female,Old,No
856,Female,Old,No
857,Female,Old,No
858,Female,Old,No
859,Female,Old,No
860,Male,Old,Yes
861,Male,Old,Yes
862,Female,Old,No
863,Female,Old,No
864,Female,Old,No
865,Male,Old,Yes
866,Female,Old,No
867,Female,Old,No
868,Male,Old,Yes
869,Female,Old,No
870,Male,Old,Yes
871,Male,Old,Yes
872,Male,Old,Yes
873,Female,Old,No
874,Male,Old,Yes
875,Male,Old,Yes
876,Male,Old,Yes
877,Male,Old,Yes
878,Female,Old,No
879,Male,Old,Yes
880,Male,Old,Yes
881,Male,Old,Yes
882,Male,Old,Yes
883,Female,Old,No
884,Male,Old,Yes
885,Male,Old,Yes
886,Female,Old,No
887,Female,Old,No
888,Female,Old,No
889,Male,Old,Yes
890,Female,Old,No
891,Female,Old,No
892,Female,Old,No
893,Male,Old,Yes
894,Female,Old,No
895,Male,Old,Yes
896,Male,Old,Yes
897,Male,Old,Yes
898,Female,Old,No
899,Male,Old,Yes
900,Female,Old,No
901,Female,Old,No
902,Female,Old,No
903,Male,Old,Yes
904,Male,Old,Yes
905,Male,Old,Yes
906,Female,Old,No
907,Female,Old,Yes
908,Male,Old,Yes
909,Male,Old,Yes
910,Female,Old,No
911,Male,Old,Yes
912,Male,Old,Yes
913,Female,Old,No
914,Female,Old,No
915,Male,Old,Yes
916,Male,Old,Yes
917,Female,Old,No
918,Female,Old,No
919,Female,Old,No
920,Male,Old,Yes
921,Male,Old,Yes
922,Female,Old,No
923,Female,Old,No
924,Female,Old,No
925,Male,Old,Yes
926,Male,Old,Yes
927,Female,Old,No
928,Male,Old,Yes
929,Female,Old,No
930,Male,Old,Yes
931,Male,Old,Yes
932,Male,Old,Yes
933,Male,Old,Yes
934,Male,Old,Yes
935,Male,Old,Yes
936,Male,Old,Yes
937,Female,Old,No
938,Male,Old,Yes
939,Female,Old,No
940,Male,Old,Yes
941,Male,Old,Yes
942,Female,Old,No
943,Female,Old,No
944,Male,Old,Yes
945,Female,Old,No
946,Female,Old,No
947,Female,Old,No
948,Male,Old,Yes
949,Male,Old,Yes
950,Female,Old,No
951,Male,Old,Yes
952,Female,Old,No
953,Male,Old,Yes
954,Female,Old,No
955,Male,Old,Yes
956,Male,Old,Yes
957,Female,Old,No
958,Female,Old,No
959,Female,Old,No
960,Female,Old,No
961,Male,Old,Yes
962,Male,Old,Yes
963,Male,Old,Yes
964,Male,Old,Yes
965,Male,Old,Yes
966,Female,Old,No
967,Male,Old,Yes
968,Female,Old,No
969,Male,Old,Yes
970,Female,Old,No
971,Female,Old,No
972,Female,Old,No
973,Female,Old,No
974,Female,Old,No
975,Male,Old,Yes
976,Male,Old,Yes
977,Male,Old,Yes
978,Female,Old,No
979,Male,Old,Yes
980,Male,Old,Yes
981,Male,Old,Yes
982,Female,Old,No
983,Female,Old,No
984,Female,Old,No
985,Male,Old,Yes
986,Male,Old,Yes
987,Female,Old,No
988,Male,Old,Yes
989,Male,Old,Yes
990,Female,Old,No
991,Female,Old,No
992,Male,Old,Yes
993,Female,Old,No
994,Male,Old,Yes
995,Female,Old,No
996,Male,Old,Yes
997,Male,Old,Yes
998,Male,Old,Yes
999,Female,Old,No
1000,Female,Old,No
1001,Male,Old,Yes
1002,Female,Old,No
1003,Male,Old,Yes
1004,Male,Old,Yes
1005,Female,Old,No
1006,Male,Old,Yes
1007,Female,Old,No
1008,Female,Old,No
1009,Male,Old,Yes
1010,Female,Old,No
1011,Female,Old,No
1012,Female,Old,No
1013,Male,Old,Yes
1014,Male,Old,Yes
1015,Female,Old,No
1016,Male,Old,Yes
1017,Female,Old,No
1018,Male,Old,Yes
1019,Female,Old,No
1020,Female,Old,No
1021,Male,Old,Yes
1022,Female,Old,No
1023,Female,Old,No
1024,Male,Old,Yes
1025,Female,Old,No
1026,Female,Old,No
1027,Female,Old,No
1028,Female,Old,No
1029,Female,Old,No
1030,Male,Old,Yes
1031,Male,Old,Yes
1032,Male,Old,Yes
1033,Female,Old,No
1034,Male,Old,Yes
1035,Female,Old,No
1036,Male,Old,Yes
1037,Female,Old,No
1038,Female,Old,No
1039,Female,Old,No
1040,Male,Old,No
1041,Female,Old,No
1042,Female,Old,No
1043,Male,Old,Yes
1044,Male,Old,Yes
1045,Male,Old,Yes
1046,Female,Old,No
1047,Female,Old,No
1048,Male,Old,Yes
1049,Female,Old,No
1050,Female,Old,No
1051,Female,Old,No
1052,Female,Old,No
1053,Female,Old,No
1054,Male,Old,Yes
1055,Female,Old,No
1056,Female,Old,No
1057,Male,Old,Yes
1058,Female,Old,No
1059,Female,Old,No
1060,Female,Old,No
1061,Male,Old,Yes
1062,Male,Old,Yes
1063,Female,Old,No
1064,Female,Old,Yes
1065,Female,Old,No
1066,Male,Old,Yes
1067,Female,Old,No
1068,Male,Old,Yes
1069,Male,Old,Yes
1070,Female,Old,No
1071,Female,Old,No
1072,Female,Old,No
1073,Female,Old,No
1074,Female,Old,No
1075,Male,Old,Yes
1076,Female,Old,No
1077,Male,Old,Yes
1078,Male,Old,Yes
1079,Female,Old,No
1080,Male,Old,Yes
1081,Male,Old,Yes
1082,Male,Old,Yes
1083,Female,Old,No
1084,Male,Old,Yes
1085,Male,Old,Yes
1086,Female,Old,No
1087,Male,Old,Yes
1088,Female,Old,No
1089,Male,Old,Yes
1090,Male,Old,Yes
1091,Female,Old,No
1092,Male,Old,Yes
1093,Female,Old,No
1094,Male,Old,Yes
1095,Male,Old,Yes
1096,Male,Old,Yes
1097,Male,Old,Yes
1098,Female,Old,No
1099,Female,Old,No
1100,Male,Old,Yes
1101,Male,Old,Yes
1102,Female,Old,No
1103,Female,Old,No
1104,Male,Old,Yes
1105,Female,Old,No
1106,Female,Old,No
1107,Female,Old,No
1108,Male,Old,Yes
1109,Female,Old,No
1110,Male,Old,Yes
1111,Male,Old,Yes
1112,Male,Old,Yes
1113,Male,Old,Yes
1114,Female,Old,No
1115,Female,Old,No
1116,Female,Old,No
1117,Male,Old,Yes
1118,Female,Old,No
1119,Female,Old,No
1120,Male,Old,Yes
1121,Female,Old,No
1122,Male,Old,Yes
1123,Male,Old,Yes
1124,Female,Old,No
1125,Female,Old,No
1126,Female,Old,No
1127,Male,Old,Yes
1128,Male,Old,Yes
1129,Female,Old,No
1130,Male,Old,Yes
1131,Male,Old,Yes
1132,Male,Old,Yes
1133,Female,Old,No
1134,Male,Old,Yes
1135,Female,Old,No
1136,Male,Old,Yes
1137,Male,Old,Yes
1138,Male,Old,Yes
1139,Male,Old,Yes
1140,Male,Old,Yes
1141,Female,Old,No
1142,Male,Old,Yes
1143,Male,Old,Yes
1144,Male,Old,Yes
1145,Female,Old,No
1146,Female,Old,No
1147,Female,Old,No
1148,Female,Old,No
1149,Female,Old,No
1150,Male,Old,Yes
1151,Male,Old,Yes
1152,Female,Old,No
1153,Male,Old,Yes
1154,Female,Old,No
1155,Male,Old,Yes
1156,Female,Old,No
1157,Male,Old,Yes
1158,Female,Old,No
1159,Male,Old,Yes
1160,Male,Old,Yes
1161,Male,Old,Yes
1162,Male,Old,Yes
1163,Male,Old,Yes
1164,Male,Old,Yes
1165,Male,Old,Yes
1166,Female,Old,No
1167,Female,Old,No
1168,Male,Old,Yes
1169,Male,Old,Yes
1170,Female,Old,No
1171,Male,Old,Yes
1172,Male,Old,Yes
1173,Female,Old,No
1174,Male,Old,Yes
1175,Male,Old,Yes
1176,Female,Old,No
1177,Female,Old,No
1178,Female,Old,No
1179,Female,Old,No
1180,Female,Old,No
1181,Female,Old,No
1182,Female,Old,No
1183,Male,Old,Yes
1184,Female,Old,No
1185,Female,Old,No
1186,Female,Old,No
1187,Male,Old,Yes
1188,Male,Old,Yes
1189,Female,Old,No
1190,Female,Old,No
1191,Female,Old,No
1192,Male,Old,Yes
1193,Female,Old,No
1194,Female,Old,No
1195,Female,Old,No
1196,Male,Old,Yes
1197,Female,Old,No
1198,Male,Old,Yes
1199,Female,Old,No
1200,Female,Old,No
1201,Female,Old,No
1202,Male,Old,Yes
1203,Female,Old,No
1204,Male,Old,Yes
1205,Female,Old,No
1206,Female,Old,No
1207,Male,Old,Yes
1208,Female,Old,No
1209,Female,Old,No
1210,Female,Old,No
1211,Male,Old,Yes
1212,Female,Old,No
1213,Female,Old,No
1214,Female,Old,No
1215,Female,Old,No
1216,Female,Old,No
1217,Female,Old,No
1218,Male,Old,Yes
1219,Male,Old,Yes
1220,Female,Old,No
1221,Female,Old,No
1222,Male,Old,Yes
1223,Male,Old,Yes
1224,Male,Old,Yes
1225,Male,Old,Yes
1226,Female,Old,No
1227,Female,Old,No
1228,Male,Old,Yes
1229,Male,Old,Yes
1230,Female,Old,No
1231,Female,Old,No
1232,Female,Old,No
1233,Female,Old,No
1234,Female,Old,No
1235,Male,Old,Yes
1236,Male,Old,Yes
1237,Female,Old,No
1238,Male,Old,Yes
1239,Male,Old,Yes
1240,Male,Old,Yes
1241,Male,Old,Yes
1242,Male,Old,Yes
1243,Male,Old,Yes
1244,Female,Old,No
1245,Female,Old,No
1246,Female,Old,No
1247,Female,Old,No
1248,Female,Old,No
1249,Female,Old,No
1250,Female,Old,No
1251,Female,Old,No
1252,Male,Old,Yes
