Unnamed: 0,Gender,Age,Bike Lanes
86346,Male,Young,No
60757,Male,Young,No
62303,Male,Young,No
90970,Male,Young,No
92745,Male,Young,No
79091,Female,Young,Yes
83886,Male,Young,No
64345,Female,Young,Yes
91440,Male,Young,No
55073,Male,Young,No
74123,Female,Young,Yes
98809,Male,Young,No
67822,Male,Young,No
51124,Female,Young,Yes
61266,Female,Young,Yes
80581,Female,Young,Yes
95464,Female,Young,Yes
94064,Male,Young,No
93044,Female,Young,Yes
65658,Male,Young,No
51902,Male,Young,No
50149,Male,Young,No
79644,Female,Young,Yes
53213,Male,Young,No
93850,Female,Young,Yes
52356,Male,Young,No
81521,Female,Young,Yes
95231,Male,Young,No
93337,Female,Young,Yes
95284,Male,Young,No
96956,Male,Young,No
89964,Female,Young,Yes
89616,Male,Young,No
60467,Female,Young,Yes
57823,Male,Young,No
57207,Male,Young,No
56415,Female,Young,Yes
84047,Female,Young,Yes
62730,Male,Young,No
56927,Female,Young,Yes
77997,Male,Young,No
87612,Male,Young,No
83022,Female,Young,Yes
53018,Female,Young,Yes
51642,Female,Young,Yes
58885,Male,Young,No
98620,Male,Young,No
62971,Male,Young,No
73465,Female,Young,Yes
65759,Male,Young,No
94076,Female,Young,Yes
54088,Female,Young,Yes
50510,Female,Young,Yes
56356,Male,Young,No
79646,Female,Young,Yes
70817,Female,Young,Yes
56236,Female,Young,Yes
81990,Male,Young,No
62997,Female,Young,Yes
92501,Female,Young,Yes
88920,Female,Young,Yes
50264,Male,Young,No
57893,Female,Young,Yes
60529,Female,Young,Yes
68602,Female,Young,Yes
74116,Male,Young,Yes
83499,Female,Young,Yes
63473,Male,Young,No
81726,Female,Young,Yes
73692,Female,Young,No
60559,Male,Young,No
56558,Male,Young,No
95577,Female,Young,Yes
91503,Female,Young,Yes
77874,Male,Young,No
60812,Female,Young,Yes
88214,Female,Young,Yes
61732,Male,Young,No
77440,Male,Young,No
71781,Female,Young,Yes
81863,Male,Young,No
72917,Female,Young,Yes
58087,Female,Young,Yes
89197,Female,Young,Yes
64711,Male,Young,No
65468,Female,Young,Yes
87173,Female,Young,Yes
78750,Female,Young,Yes
53106,Male,Young,No
50710,Male,Young,No
90556,Male,Young,No
73446,Male,Young,No
76512,Male,Young,No
58468,Male,Young,No
56232,Male,Young,No
96358,Male,Young,No
87905,Male,Young,No
66388,Female,Young,Yes
84166,Female,Young,Yes
54170,Female,Young,Yes
55805,Male,Young,No
62755,Female,Young,Yes
52191,Male,Young,No
62189,Female,Young,Yes
81728,Female,Young,Yes
69247,Male,Young,No
87866,Female,Young,Yes
94108,Female,Young,Yes
58720,Male,Young,No
78826,Male,Young,No
74470,Male,Young,No
97517,Male,Young,No
57203,Female,Young,Yes
59284,Male,Young,No
76822,Female,Young,Yes
77375,Male,Young,No
72494,Female,Young,Yes
95637,Female,Young,Yes
95879,Female,Young,Yes
79341,Male,Young,No
83155,Female,Young,Yes
60805,Male,Young,No
70966,Male,Young,No
80034,Male,Young,No
55224,Female,Young,Yes
50661,Female,Young,Yes
83246,Male,Young,No
55867,Male,Young,No
98871,Female,Young,Yes
72987,Female,Young,Yes
78882,Male,Young,No
92821,Female,Young,Yes
76529,Female,Young,Yes
59649,Female,Young,Yes
99545,Male,Young,No
97113,Male,Young,No
76160,Female,Young,Yes
61713,Male,Young,No
77240,Male,Young,No
68355,Male,Young,No
99514,Male,Young,No
71726,Male,Young,No
75926,Female,Young,Yes
91389,Female,Young,Yes
54774,Female,Young,Yes
85205,Female,Young,Yes
77880,Female,Young,Yes
55876,Female,Young,Yes
67806,Male,Young,No
84224,Male,Young,No
57843,Female,Young,Yes
65924,Male,Young,No
78368,Female,Young,Yes
62085,Male,Young,No
70035,Male,Young,No
64489,Male,Young,No
70820,Male,Young,No
87517,Female,Young,Yes
94235,Male,Young,No
86221,Female,Young,Yes
84137,Female,Young,Yes
71071,Male,Young,No
59525,Male,Young,No
82756,Male,Young,No
62055,Female,Young,Yes
73595,Male,Young,No
58039,Male,Young,No
96976,Female,Young,Yes
66401,Male,Young,No
95785,Male,Young,No
84616,Female,Young,Yes
57626,Female,Young,Yes
63663,Male,Young,No
87736,Male,Young,No
76543,Female,Young,Yes
63269,Female,Young,Yes
68084,Female,Young,Yes
98085,Male,Young,No
92767,Male,Young,No
54072,Female,Young,Yes
66288,Male,Young,No
51120,Female,Young,Yes
60076,Male,Young,No
61375,Male,Young,No
85698,Female,Young,Yes
96433,Male,Young,No
75351,Female,Young,Yes
56717,Male,Young,No
97710,Male,Young,No
51032,Female,Young,Yes
72755,Female,Young,Yes
61763,Female,Young,Yes
84829,Female,Young,Yes
64494,Female,Young,Yes
75087,Male,Young,No
70397,Female,Young,Yes
54815,Male,Young,No
58996,Female,Young,Yes
99691,Female,Young,Yes
71376,Male,Young,No
80244,Female,Young,Yes
97578,Female,Young,Yes
51166,Male,Young,No
74812,Female,Young,Yes
71111,Female,Young,Yes
53699,Female,Young,Yes
61440,Female,Young,Yes
54471,Female,Young,Yes
59809,Female,Young,Yes
97767,Female,Young,Yes
56750,Female,Young,Yes
87103,Female,Young,Yes
67380,Male,Young,No
86885,Female,Young,Yes
63358,Female,Young,Yes
82405,Female,Young,Yes
89520,Female,Young,Yes
96065,Male,Young,No
61540,Female,Young,Yes
52010,Male,Young,No
53223,Male,Young,No
85311,Female,Young,Yes
68764,Female,Young,Yes
64167,Female,Young,Yes
96386,Male,Young,No
75082,Male,Young,No
51824,Male,Young,No
94661,Male,Young,No
56850,Female,Young,Yes
62637,Male,Young,No
87668,Male,Young,No
56097,Female,Young,Yes
84009,Male,Young,No
60579,Male,Young,No
81075,Female,Young,No
79114,Male,Young,No
60194,Female,Young,Yes
50316,Female,Young,Yes
61451,Female,Young,Yes
80746,Male,Young,No
79704,Male,Young,No
77660,Female,Young,Yes
73687,Female,Young,Yes
78377,Female,Young,Yes
53087,Female,Young,Yes
99371,Male,Young,No
53753,Female,Young,Yes
55050,Male,Young,No
79188,Male,Young,No
98150,Male,Young,No
70148,Male,Young,No
82250,Male,Young,No
54971,Female,Young,Yes
80527,Female,Young,Yes
68496,Female,Young,Yes
88064,Male,Young,No
96518,Male,Young,No
82753,Female,Young,Yes
70075,Female,Young,Yes
76275,Female,Young,Yes
63651,Female,Young,Yes
75535,Female,Young,Yes
67523,Female,Young,Yes
75482,Male,Young,No
97295,Male,Young,No
98787,Male,Young,No
82390,Male,Young,No
55088,Male,Young,No
67254,Male,Young,No
54041,Male,Young,No
68388,Female,Young,Yes
54248,Male,Young,No
68629,Female,Young,Yes
50881,Female,Young,Yes
73300,Female,Young,Yes
79754,Female,Young,Yes
80174,Male,Young,No
78561,Male,Young,No
68865,Female,Young,Yes
93343,Male,Young,No
84211,Male,Young,No
76085,Male,Young,No
51943,Male,Young,No
72227,Female,Young,Yes
94691,Female,Young,Yes
93239,Female,Young,Yes
73861,Male,Young,No
64160,Male,Young,No
81318,Female,Young,Yes
85489,Male,Young,No
73451,Female,Young,Yes
56625,Male,Young,No
91625,Male,Young,No
76243,Male,Young,No
96479,Female,Young,Yes
74157,Male,Young,No
82059,Male,Young,No
59333,Female,Young,Yes
93564,Male,Young,No
53495,Male,Young,No
54880,Female,Young,Yes
82592,Male,Young,No
51000,Female,Young,Yes
83098,Male,Young,No
86438,Female,Young,Yes
84750,Female,Young,Yes
78618,Female,Young,Yes
94206,Female,Young,Yes
72812,Male,Young,No
57144,Male,Young,No
71560,Female,Young,Yes
59937,Male,Young,No
54790,Female,Young,Yes
80512,Female,Young,Yes
81190,Male,Young,No
70085,Male,Young,No
60825,Female,Young,Yes
50674,Male,Young,No
65596,Female,Young,Yes
93048,Female,Young,Yes
71913,Male,Young,No
61870,Female,Young,Yes
81496,Male,Young,No
61323,Female,Young,Yes
94211,Female,Young,Yes
74616,Female,Young,Yes
62007,Male,Young,No
53941,Male,Young,No
54615,Female,Young,Yes
86760,Male,Young,No
87882,Male,Young,No
84088,Female,Young,Yes
54349,Male,Young,No
89327,Female,Young,Yes
99922,Female,Young,Yes
72395,Female,Young,Yes
53158,Male,Young,No
79919,Male,Young,No
87224,Male,Young,No
63480,Female,Young,Yes
63873,Female,Young,Yes
92030,Female,Young,Yes
25272,Female,Old,No
22815,Male,Old,Yes
27404,Male,Old,Yes
33493,Female,Old,No
26180,Female,Old,No
29644,Male,Old,Yes
30686,Male,Old,Yes
32751,Male,Old,Yes
34126,Male,Old,Yes
29185,Female,Old,No
12407,Female,Old,No
12524,Female,Old,No
4070,Female,Old,No
3085,Male,Old,Yes
37972,Male,Old,Yes
22840,Female,Old,No
31806,Male,Old,Yes
9998,Male,Old,Yes
4672,Male,Old,Yes
33527,Male,Old,Yes
15393,Female,Old,No
292,Male,Old,Yes
22905,Male,Old,Yes
32540,Male,Old,Yes
7592,Male,Old,Yes
20825,Male,Old,Yes
19475,Male,Old,Yes
26869,Male,Old,Yes
45863,Male,Old,Yes
36079,Male,Old,Yes
43645,Female,Old,No
33886,Female,Old,No
33155,Male,Old,Yes
1599,Female,Old,No
11048,Male,Old,Yes
1030,Male,Old,Yes
13702,Male,Old,Yes
49095,Male,Old,Yes
11843,Male,Old,Yes
8739,Female,Old,No
47239,Female,Old,No
25480,Male,Old,Yes
12414,Female,Old,No
48837,Female,Old,No
40276,Male,Old,Yes
14129,Male,Old,Yes
33152,Female,Old,No
1164,Male,Old,Yes
20798,Male,Old,Yes
45313,Female,Old,No
21704,Male,Old,Yes
26389,Female,Old,No
17031,Male,Old,Yes
8642,Female,Old,No
3882,Female,Old,No
12469,Female,Old,No
23899,Male,Old,Yes
15726,Female,Old,No
23080,Male,Old,Yes
46958,Female,Old,No
19334,Male,Old,Yes
7063,Male,Old,Yes
27016,Male,Old,Yes
1390,Male,Old,No
27639,Male,Old,Yes
27468,Male,Old,Yes
45342,Female,Old,No
18348,Female,Old,No
24884,Male,Old,Yes
9826,Male,Old,Yes
21023,Female,Old,No
5266,Male,Old,Yes
13139,Female,Old,No
34216,Male,Old,Yes
9195,Male,Old,Yes
38530,Female,Old,No
18832,Female,Old,No
20071,Male,Old,Yes
40484,Male,Old,Yes
13571,Female,Old,No
32609,Male,Old,Yes
13995,Male,Old,Yes
11457,Male,Old,Yes
1536,Male,Old,Yes
508,Female,Old,No
12451,Male,Old,Yes
40759,Female,Old,No
33426,Female,Old,No
18858,Male,Old,Yes
8279,Male,Old,Yes
15107,Male,Old,Yes
43107,Female,Old,No
36296,Female,Old,No
19962,Male,Old,Yes
13732,Female,Old,No
44265,Male,Old,Yes
21906,Female,Old,No
5491,Female,Old,No
30319,Male,Old,Yes
42008,Male,Old,Yes
4413,Female,Old,No
5687,Female,Old,No
4850,Female,Old,No
35291,Male,Old,Yes
20767,Female,Old,No
25330,Male,Old,Yes
47424,Female,Old,No
32070,Male,Old,Yes
14303,Female,Old,No
4305,Male,Old,Yes
6065,Female,Old,No
18685,Female,Old,No
31515,Female,Old,No
6778,Male,Old,Yes
14463,Female,Old,No
3758,Female,Old,No
26276,Female,Old,No
28320,Female,Old,No
672,Female,Old,No
45605,Female,Old,No
30259,Male,Old,Yes
37506,Female,Old,No
22522,Male,Old,Yes
4168,Female,Old,No
45715,Female,Old,No
46053,Female,Old,No
42176,Female,Old,No
31408,Male,Old,Yes
16466,Female,Old,No
47396,Female,Old,No
43120,Male,Old,Yes
46149,Male,Old,Yes
29005,Male,Old,Yes
48672,Male,Old,Yes
37761,Male,Old,Yes
6522,Male,Old,No
48070,Male,Old,Yes
47795,Female,Old,Yes
17487,Female,Old,No
14427,Male,Old,Yes
40797,Male,Old,Yes
15443,Female,Old,No
32377,Female,Old,No
23239,Female,Old,No
45411,Female,Old,No
40632,Female,Old,No
26003,Male,Old,Yes
18576,Female,Old,No
46990,Female,Old,No
14430,Female,Old,No
28641,Male,Old,Yes
40154,Female,Old,No
15897,Male,Old,Yes
21678,Female,Old,No
4729,Male,Old,Yes
29196,Male,Old,Yes
26174,Female,Old,No
16085,Male,Old,Yes
22445,Female,Old,No
24319,Male,Old,Yes
49725,Female,Old,No
2182,Female,Old,Yes
13124,Female,Old,No
19240,Male,Old,Yes
27477,Male,Old,Yes
5545,Male,Old,Yes
20657,Male,Old,Yes
2191,Female,Old,No
20348,Female,Old,No
19042,Male,Old,Yes
26319,Female,Old,No
45286,Male,Old,No
39530,Male,Old,Yes
40085,Male,Old,Yes
49407,Female,Old,No
15394,Male,Old,Yes
20727,Male,Old,Yes
34833,Female,Old,No
18444,Female,Old,No
36257,Female,Old,No
23318,Male,Old,Yes
199,Female,Old,No
27389,Male,Old,Yes
49128,Female,Old,No
43868,Female,Old,No
32324,Female,Old,No
24551,Female,Old,No
45881,Female,Old,No
28244,Male,Old,Yes
42476,Female,Old,No
15458,Male,Old,Yes
23892,Male,Old,Yes
4243,Female,Old,No
26680,Female,Old,No
26328,Male,Old,Yes
43182,Female,Old,No
3037,Female,Old,No
44035,Female,Old,No
28136,Male,Old,Yes
29157,Female,Old,No
4775,Female,Old,No
44175,Female,Old,No
26268,Female,Old,No
45664,Female,Old,No
15200,Female,Old,No
19277,Female,Old,No
45437,Female,Old,No
32469,Male,Old,Yes
42364,Female,Old,No
11062,Female,Old,No
16179,Female,Old,No
33231,Female,Old,No
41770,Male,Old,Yes
7342,Male,Old,Yes
13963,Male,Old,Yes
19326,Male,Old,Yes
24186,Male,Old,Yes
15607,Female,Old,No
3862,Male,Old,Yes
34575,Male,Old,Yes
30793,Female,Old,No
27804,Female,Old,No
6850,Female,Old,No
26971,Female,Old,No
10801,Male,Old,Yes
20824,Female,Old,No
34513,Female,Old,No
39600,Female,Old,No
35148,Male,Old,Yes
1507,Female,Old,No
43715,Female,Old,No
37181,Female,Old,No
20053,Female,Old,No
21583,Male,Old,Yes
23137,Female,Old,No
7920,Female,Old,No
3377,Male,Old,Yes
27178,Male,Old,Yes
44874,Female,Old,No
40463,Female,Old,No
44519,Male,Old,Yes
23534,Male,Old,Yes
21433,Female,Old,No
39920,Female,Old,No
32468,Male,Old,Yes
20730,Male,Old,Yes
14402,Male,Old,Yes
32074,Female,Old,No
998,Male,Old,Yes
39525,Male,Old,Yes
2757,Female,Old,No
21394,Female,Old,No
36682,Male,Old,Yes
18097,Male,Old,Yes
16941,Male,Old,Yes
24889,Female,Old,No
6075,Female,Old,No
23681,Male,Old,Yes
42369,Female,Old,No
28965,Female,Old,No
34394,Male,Old,Yes
41344,Female,Old,No
13685,Male,Old,Yes
25312,Male,Old,Yes
8976,Female,Old,No
6965,Male,Old,Yes
37578,Female,Old,No
1118,Female,Old,No
43038,Male,Old,Yes
42472,Male,Old,Yes
4064,Male,Old,Yes
42961,Male,Old,Yes
37193,Male,Old,Yes
18315,Female,Old,No
48301,Female,Old,No
44471,Female,Old,No
46248,Male,Old,Yes
49969,Female,Old,No
17080,Female,Old,No
17515,Male,Old,Yes
23180,Male,Old,Yes
147,Female,Old,No
46601,Female,Old,No
38978,Female,Old,No
25740,Male,Old,Yes
9928,Female,Old,No
41977,Male,Old,Yes
25836,Female,Old,No
6095,Female,Old,No
48109,Male,Old,Yes
43173,Female,Old,No
2996,Male,Old,Yes
39134,Female,Old,No
17342,Female,Old,No
21244,Male,Old,Yes
6100,Female,Old,No
15612,Male,Old,Yes
48409,Male,Old,Yes
14160,Female,Old,No
708,Male,Old,Yes
46640,Female,Old,No
22245,Female,Old,No
26065,Female,Old,No
21187,Male,Old,Yes
12981,Male,Old,Yes
36415,Male,Old,Yes
26590,Female,Old,No
49101,Female,Old,No
42729,Male,Old,Yes
6735,Male,Old,Yes
41200,Male,Old,Yes
34705,Male,Old,Yes
28691,Female,Old,No
18388,Female,Old,No
6211,Female,Old,No
19068,Male,Old,Yes
14851,Female,Old,No
11306,Female,Old,No
38420,Female,Old,No
39315,Male,Old,Yes
46764,Male,Old,Yes
3570,Female,Old,No
262,Male,Old,Yes
23480,Male,Old,Yes
7895,Female,Old,No
8931,Male,Old,Yes
20646,Female,Old,No
30210,Female,Old,No
5576,Male,Old,Yes
23068,Male,Old,Yes
9020,Female,Old,No
34073,Female,Old,No
659,Male,Old,Yes
36481,Female,Old,No
6623,Female,Old,No
40630,Female,Old,No
2008,Female,Old,No
17679,Male,Old,Yes
12351,Female,Old,No
34725,Female,Old,No
4086,Male,Old,Yes
15981,Male,Old,Yes
18314,Female,Old,No
42813,Female,Old,No
7439,Female,Old,No
45576,Female,Old,No
31078,Female,Old,No
48011,Male,Old,Yes
4162,Male,Old,Yes
19341,Male,Old,Yes
13242,Male,Old,Yes
43901,Female,Old,No
10317,Female,Old,No
23428,Female,Old,No
35665,Male,Old,Yes
47044,Female,Old,No
26610,Male,Old,Yes
16549,Female,Old,No
48894,Male,Old,Yes
32770,Female,Old,No
879,Male,Old,Yes
11380,Male,Old,Yes
29568,Male,Old,Yes
22618,Female,Old,No
3840,Male,Old,Yes
39506,Male,Old,Yes
33288,Male,Old,Yes
17395,Female,Old,No
18473,Male,Old,Yes
30214,Female,Old,No
36944,Male,Old,Yes
10657,Female,Old,No
26775,Male,Old,Yes
28995,Male,Old,Yes
4229,Male,Old,Yes
43122,Female,Old,No
42969,Female,Old,No
28219,Male,Old,Yes
47305,Male,Old,Yes
40196,Male,Old,Yes
41625,Male,Old,Yes
19263,Male,Old,Yes
15590,Male,Old,Yes
48226,Male,Old,Yes
4107,Female,Old,No
49336,Female,Old,No
2984,Female,Old,No
18471,Male,Old,Yes
32546,Female,Old,No
22389,Female,Old,No
28700,Female,Old,No
15526,Male,Old,Yes
12936,Male,Old,Yes
5528,Female,Old,No
42498,Female,Old,No
18856,Female,Old,No
41663,Female,Old,No
44713,Female,Old,No
42515,Male,Old,Yes
23975,Female,Old,No
11178,Male,Old,Yes
16162,Male,Old,Yes
46349,Male,Old,Yes
7040,Male,Old,Yes
24579,Male,Old,Yes
3001,Female,Old,No
12395,Female,Old,No
3426,Male,Old,Yes
11296,Female,Old,No
6585,Male,Old,Yes
13259,Female,Old,No
23579,Female,Old,No
30208,Male,Old,Yes
36093,Female,Old,No
8960,Male,Old,Yes
17079,Male,Old,Yes
16243,Female,Old,No
34545,Female,Old,No
9025,Female,Old,No
42938,Male,Old,Yes
16864,Female,Old,No
14446,Female,Old,No
45689,Male,Old,Yes
23868,Male,Old,Yes
46124,Male,Old,Yes
36311,Male,Old,Yes
44300,Male,Old,Yes
26713,Female,Old,No
6682,Male,Old,Yes
8994,Female,Old,No
46693,Female,Old,No
24383,Female,Old,No
34733,Male,Old,Yes
26544,Female,Old,No
46156,Male,Old,Yes
38235,Female,Old,No
8569,Female,Old,No
24572,Female,Old,No
32674,Female,Old,No
44800,Female,Old,No
24380,Female,Old,No
49516,Male,Old,Yes
47781,Female,Old,No
49994,Female,Old,Yes
39968,Male,Old,Yes
19315,Female,Old,No
12347,Male,Old,Yes
22726,Female,Old,No
12591,Male,Old,Yes
4246,Female,Old,No
3715,Male,Old,Yes
12915,Female,Old,No
44361,Female,Old,No
19681,Male,Old,Yes
6847,Male,Old,Yes
9955,Male,Old,Yes
6925,Male,Old,Yes
9598,Female,Old,No
20206,Female,Old,No
1406,Female,Old,No
22008,Female,Old,No
33242,Female,Old,No
15631,Female,Old,No
26033,Male,Old,Yes
48656,Female,Old,No
17160,Female,Old,No
11477,Female,Old,No
9728,Male,Old,Yes
25048,Female,Old,No
30389,Male,Old,Yes
26391,Female,Old,No
46322,Male,Old,No
32028,Male,Old,Yes
14295,Female,Old,No
8812,Female,Old,No
30901,Male,Old,Yes
47755,Female,Old,No
25136,Female,Old,No
41397,Male,Old,Yes
48817,Male,Old,Yes
43796,Female,Old,No
3767,Female,Old,No
4326,Female,Old,No
12147,Female,Old,No
29660,Female,Old,No
9828,Female,Old,No
37715,Male,Old,Yes
11099,Male,Old,Yes
34030,Female,Old,No
6381,Male,Old,Yes
3617,Male,Old,Yes
26452,Female,Old,No
11715,Female,Old,No
12038,Female,Old,No
17227,Male,Old,Yes
5348,Female,Old,No
32701,Male,Old,Yes
40078,Female,Old,No
314,Female,Old,No
29487,Male,Old,Yes
39797,Female,Old,No
15083,Male,Old,Yes
5685,Female,Old,No
3939,Female,Old,No
44821,Female,Old,No
11348,Male,Old,Yes
49882,Female,Old,No
30006,Female,Old,No
42378,Female,Old,No
49938,Male,Old,Yes
44796,Male,Old,Yes
42519,Male,Old,Yes
44396,Male,Old,Yes
10254,Female,Old,No
16227,Female,Old,No
34237,Male,Old,Yes
12859,Female,Old,No
13391,Female,Old,No
42298,Male,Old,Yes
28492,Male,Old,Yes
20768,Female,Old,No
4448,Female,Old,No
34348,Female,Old,No
4822,Male,Old,Yes
42088,Male,Old,Yes
45654,Male,Old,Yes
46736,Female,Old,No
3502,Male,Old,Yes
16159,Male,Old,Yes
10810,Female,Old,No
28827,Female,Old,No
12074,Female,Old,No
20023,Male,Old,Yes
20664,Female,Old,No
21025,Male,Old,Yes
13793,Female,Old,No
38763,Male,Old,Yes
48655,Female,Old,No
39149,Male,Old,Yes
15109,Male,Old,Yes
9430,Female,Old,No
4351,Female,Old,No
11124,Female,Old,No
24210,Male,Old,Yes
47226,Female,Old,No
38251,Male,Old,Yes
35675,Male,Old,Yes
44879,Female,Old,No
6128,Male,Old,Yes
1219,Male,Old,Yes
17936,Female,Old,No
9661,Male,Old,Yes
44640,Male,Old,Yes
40256,Female,Old,No
30334,Female,Old,No
17595,Female,Old,No
17895,Female,Old,No
47350,Female,Old,No
4805,Female,Old,No
23715,Male,Old,Yes
2360,Male,Old,Yes
38386,Female,Old,No
8145,Female,Old,No
26747,Female,Old,No
27296,Female,Old,No
9960,Male,Old,Yes
