,Unnamed: 0,Gender,Age,Bike Lanes
207,96638,Female,Young,Yes
208,93834,Female,Young,Yes
209,76237,Female,Young,Yes
210,97508,Male,Young,No
211,99596,Female,Young,Yes
212,68554,Male,Young,No
213,93136,Male,Young,No
214,86673,Male,Young,No
215,93649,Female,Young,Yes
216,53942,Female,Young,Yes
217,84691,Female,Young,Yes
218,76595,Male,Young,No
219,73923,Female,Young,Yes
220,76404,Male,Young,Yes
221,95942,Female,Young,Yes
222,91131,Male,Young,No
223,68317,Female,Young,Yes
224,86894,Male,Young,Yes
225,76697,Female,Young,Yes
226,98006,Female,Young,Yes
227,64172,Male,Young,Yes
228,53734,Female,Young,Yes
229,57883,Male,Young,Yes
230,56018,Male,Young,No
231,73031,Female,Young,Yes
232,85474,Male,Young,No
233,99685,Female,Young,Yes
234,54819,Female,Young,Yes
235,94503,Male,Young,No
236,62009,Male,Young,No
237,91327,Female,Young,Yes
238,59508,Female,Young,Yes
239,94798,Female,Young,No
240,84063,Female,Young,Yes
241,77476,Female,Young,Yes
242,81144,Female,Young,Yes
243,71237,Female,Young,Yes
244,51392,Male,Young,No
245,83121,Female,Young,Yes
246,87624,Female,Young,Yes
247,92028,Male,Young,No
248,70836,Male,Young,No
249,64759,Female,Young,Yes
250,76398,Male,Young,No
251,56810,Female,Young,Yes
252,59227,Female,Young,Yes
253,93194,Male,Young,Yes
254,55397,Male,Young,Yes
255,56945,Female,Young,Yes
256,73872,Male,Young,No
257,82493,Female,Young,Yes
258,86346,Female,Young,Yes
259,60757,Female,Young,Yes
260,62303,Female,Young,Yes
261,90970,Female,Young,Yes
262,92745,Female,Young,Yes
263,79091,Male,Young,No
264,83886,Male,Young,No
265,64345,Male,Young,No
266,91440,Female,Young,Yes
267,55073,Male,Young,Yes
268,74123,Female,Young,Yes
269,98809,Female,Young,Yes
270,67822,Female,Young,Yes
271,51124,Male,Young,No
272,61266,Female,Young,Yes
273,80581,Female,Young,Yes
274,95464,Female,Young,Yes
275,94064,Female,Young,Yes
276,93044,Male,Young,No
277,65658,Female,Young,Yes
278,51902,Female,Young,Yes
279,50149,Male,Young,No
280,79644,Female,Young,Yes
281,53213,Male,Young,No
282,93850,Male,Young,No
283,52356,Male,Young,No
284,81521,Male,Young,No
285,95231,Male,Young,No
286,93337,Female,Young,Yes
287,95284,Female,Young,No
288,96956,Female,Young,Yes
289,89964,Female,Young,No
290,89616,Female,Young,Yes
291,60467,Female,Young,Yes
292,57823,Female,Young,Yes
293,57207,Male,Young,No
294,56415,Female,Young,No
295,84047,Male,Young,No
296,62730,Female,Young,Yes
297,56927,Male,Young,Yes
298,77997,Female,Young,Yes
299,87612,Female,Young,No
300,83022,Male,Young,No
301,53018,Male,Young,Yes
302,51642,Male,Young,Yes
303,58885,Female,Young,Yes
304,98620,Female,Young,Yes
305,62971,Male,Young,No
306,73465,Female,Young,No
307,65759,Female,Young,Yes
308,94076,Male,Young,Yes
309,54088,Female,Young,Yes
310,50510,Male,Young,No
311,56356,Female,Young,Yes
312,79646,Male,Young,No
313,70817,Female,Young,Yes
314,56236,Male,Young,No
315,81990,Female,Young,Yes
316,62997,Female,Young,Yes
317,92501,Male,Young,Yes
318,88920,Female,Young,Yes
319,50264,Female,Young,Yes
320,57893,Male,Young,Yes
321,60529,Male,Young,No
322,68602,Male,Young,No
323,74116,Male,Young,No
324,83499,Male,Young,No
325,63473,Male,Young,No
326,81726,Female,Young,Yes
327,73692,Female,Young,Yes
328,60559,Male,Young,No
329,56558,Female,Young,Yes
330,95577,Female,Young,Yes
331,91503,Female,Young,Yes
332,77874,Male,Young,Yes
333,60812,Male,Young,No
334,88214,Female,Young,Yes
335,61732,Female,Young,Yes
336,77440,Male,Young,No
337,71781,Male,Young,No
338,81863,Male,Young,No
339,72917,Female,Young,Yes
340,58087,Female,Young,Yes
341,89197,Male,Young,No
342,64711,Male,Young,Yes
343,65468,Female,Young,Yes
344,87173,Male,Young,Yes
345,78750,Male,Young,No
346,53106,Male,Young,Yes
347,50710,Female,Young,Yes
348,90556,Female,Young,Yes
349,73446,Female,Young,Yes
350,76512,Female,Young,Yes
351,58468,Male,Young,No
352,56232,Female,Young,Yes
353,96358,Female,Young,Yes
354,87905,Female,Young,Yes
355,66388,Male,Young,No
356,84166,Male,Young,No
357,54170,Female,Young,Yes
358,55805,Male,Young,No
359,62755,Male,Young,Yes
360,52191,Female,Young,Yes
361,62189,Male,Young,No
362,81728,Male,Young,No
363,69247,Male,Young,No
364,87866,Male,Young,No
365,94108,Female,Young,Yes
366,58720,Female,Young,Yes
367,78826,Male,Young,Yes
368,74470,Female,Young,Yes
369,97517,Male,Young,Yes
370,57203,Female,Young,Yes
371,59284,Female,Young,Yes
372,76822,Male,Young,No
373,77375,Male,Young,Yes
374,72494,Male,Young,No
375,95637,Female,Young,Yes
376,95879,Female,Young,Yes
377,79341,Male,Young,No
378,83155,Female,Young,No
379,60805,Female,Young,Yes
380,70966,Male,Young,No
381,80034,Male,Young,No
382,55224,Female,Young,Yes
383,50661,Male,Young,No
384,83246,Male,Young,Yes
385,55867,Female,Young,Yes
386,98871,Male,Young,Yes
387,72987,Male,Young,No
388,78882,Male,Young,Yes
389,92821,Male,Young,No
390,76529,Female,Young,Yes
391,59649,Male,Young,No
392,99545,Male,Young,No
393,97113,Female,Young,Yes
394,76160,Female,Young,Yes
395,61713,Male,Young,No
396,77240,Female,Young,Yes
397,68355,Female,Young,Yes
398,99514,Male,Young,No
399,71726,Female,Young,Yes
400,75926,Male,Young,Yes
401,91389,Female,Young,Yes
402,54774,Male,Young,Yes
403,85205,Female,Young,Yes
404,77880,Male,Young,Yes
405,55876,Female,Young,Yes
406,67806,Male,Young,No
407,84224,Female,Young,Yes
408,57843,Female,Young,Yes
409,65924,Female,Young,Yes
410,78368,Male,Young,No
411,62085,Female,Young,Yes
412,70035,Female,Young,Yes
413,64489,Male,Young,Yes
414,70820,Male,Young,No
415,87517,Male,Young,Yes
416,94235,Female,Young,Yes
417,86221,Male,Young,No
418,84137,Male,Young,Yes
419,71071,Female,Young,Yes
420,59525,Male,Young,No
421,82756,Male,Young,No
422,62055,Female,Young,Yes
423,73595,Male,Young,No
424,58039,Male,Young,No
425,96976,Male,Young,No
426,66401,Female,Young,Yes
427,95785,Male,Young,No
428,84616,Male,Young,No
429,57626,Male,Young,No
430,63663,Male,Young,Yes
431,87736,Female,Young,Yes
432,76543,Male,Young,Yes
433,63269,Male,Young,No
434,68084,Female,Young,Yes
435,98085,Female,Young,Yes
436,92767,Female,Young,Yes
437,54072,Male,Young,No
438,66288,Female,Young,Yes
439,51120,Female,Young,Yes
440,60076,Male,Young,Yes
441,61375,Male,Young,Yes
442,85698,Female,Young,Yes
443,96433,Male,Young,No
444,75351,Male,Young,Yes
445,56717,Female,Young,Yes
446,97710,Female,Young,Yes
447,51032,Female,Young,Yes
448,72755,Male,Young,Yes
449,61763,Female,Young,Yes
450,84829,Male,Young,No
451,64494,Male,Young,Yes
452,75087,Female,Young,Yes
453,70397,Female,Young,Yes
454,54815,Female,Young,Yes
455,58996,Male,Young,No
456,99691,Female,Young,Yes
457,71376,Male,Young,No
458,80244,Female,Young,No
459,97578,Female,Young,Yes
460,51166,Female,Young,Yes
461,74812,Male,Young,No
462,71111,Male,Young,Yes
463,53699,Male,Young,Yes
464,61440,Male,Young,No
465,54471,Female,Young,Yes
466,59809,Male,Young,Yes
467,97767,Male,Young,Yes
468,56750,Female,Young,Yes
469,87103,Male,Young,Yes
470,67380,Female,Young,Yes
471,86885,Male,Young,No
472,63358,Female,Young,Yes
473,82405,Male,Young,Yes
474,89520,Male,Young,No
475,96065,Female,Young,Yes
476,61540,Male,Young,No
477,52010,Female,Young,Yes
478,53223,Male,Young,No
479,85311,Female,Young,Yes
480,68764,Female,Young,Yes
481,64167,Female,Young,Yes
482,96386,Male,Young,Yes
483,75082,Female,Young,Yes
484,51824,Male,Young,Yes
485,94661,Male,Young,No
486,56850,Male,Young,No
487,62637,Male,Young,No
488,87668,Female,Young,Yes
489,56097,Female,Young,Yes
490,84009,Male,Young,No
491,60579,Female,Young,Yes
492,81075,Male,Young,No
493,79114,Female,Young,Yes
494,60194,Female,Young,Yes
495,50316,Male,Young,Yes
496,61451,Female,Young,Yes
497,80746,Male,Young,Yes
498,79704,Male,Young,No
499,77660,Female,Young,Yes
500,73687,Male,Young,No
501,78377,Female,Young,Yes
502,53087,Male,Young,No
503,99371,Female,Young,Yes
504,53753,Female,Young,Yes
505,55050,Female,Young,Yes
506,79188,Male,Young,No
507,98150,Female,Young,Yes
508,70148,Male,Young,No
509,82250,Male,Young,No
510,54971,Male,Young,No
511,80527,Female,Young,Yes
512,68496,Female,Young,Yes
513,88064,Female,Young,Yes
514,96518,Female,Young,Yes
515,82753,Female,Young,Yes
516,70075,Male,Young,Yes
517,76275,Female,Young,Yes
518,63651,Female,Young,Yes
519,75535,Female,Young,Yes
520,67523,Male,Young,Yes
521,75482,Female,Young,Yes
522,97295,Female,Young,Yes
523,98787,Male,Young,No
524,82390,Male,Young,No
525,55088,Male,Young,No
526,67254,Female,Young,Yes
527,54041,Male,Young,Yes
528,68388,Male,Young,No
529,54248,Male,Young,No
530,68629,Female,Young,Yes
531,50881,Female,Young,Yes
532,73300,Female,Young,Yes
533,79754,Male,Young,Yes
534,80174,Male,Young,No
535,78561,Male,Young,Yes
536,68865,Female,Young,Yes
537,93343,Female,Young,Yes
538,84211,Female,Young,Yes
539,76085,Male,Young,No
540,51943,Male,Young,No
541,72227,Female,Young,Yes
542,94691,Male,Young,No
543,93239,Male,Young,No
544,73861,Female,Young,Yes
545,64160,Female,Young,Yes
546,81318,Female,Young,Yes
547,85489,Female,Young,Yes
548,73451,Female,Young,Yes
549,56625,Male,Young,No
550,91625,Male,Young,No
551,76243,Female,Young,Yes
552,96479,Female,Young,Yes
553,74157,Female,Young,Yes
554,82059,Male,Young,No
555,59333,Female,Young,Yes
556,93564,Male,Young,No
557,53495,Female,Young,Yes
558,54880,Male,Young,No
559,82592,Male,Young,No
560,51000,Male,Young,No
561,83098,Male,Young,No
562,86438,Male,Young,No
563,84750,Male,Young,Yes
564,78618,Male,Young,Yes
565,94206,Male,Young,No
566,72812,Female,Young,Yes
567,57144,Female,Young,Yes
568,71560,Male,Young,No
569,59937,Male,Young,No
570,54790,Male,Young,No
571,80512,Male,Young,Yes
572,81190,Male,Young,No
573,70085,Female,Young,Yes
574,60825,Male,Young,No
575,50674,Female,Young,Yes
576,65596,Male,Young,Yes
577,93048,Male,Young,Yes
578,71913,Male,Young,Yes
579,61870,Male,Young,No
580,81496,Male,Young,Yes
581,61323,Male,Young,Yes
582,94211,Male,Young,Yes
583,74616,Male,Young,Yes
584,62007,Female,Young,Yes
585,53941,Male,Young,Yes
586,54615,Male,Young,No
587,86760,Female,Young,Yes
588,87882,Female,Young,Yes
589,84088,Female,Young,Yes
590,54349,Male,Young,Yes
591,89327,Male,Young,No
592,99922,Female,Young,Yes
593,72395,Male,Young,No
594,53158,Female,Young,Yes
595,79919,Female,Young,Yes
596,87224,Female,Young,Yes
597,63480,Male,Young,No
598,63873,Female,Young,Yes
599,92030,Female,Young,Yes
600,25272,Female,Old,No
601,22815,Male,Old,Yes
602,27404,Male,Old,Yes
603,33493,Female,Old,No
604,26180,Female,Old,Yes
605,29644,Male,Old,Yes
606,30686,Female,Old,Yes
607,32751,Male,Old,No
608,34126,Male,Old,Yes
609,29185,Female,Old,No
610,12407,Male,Old,Yes
611,12524,Female,Old,No
612,4070,Female,Old,No
613,3085,Female,Old,No
614,37972,Male,Old,Yes
615,22840,Female,Old,Yes
616,31806,Male,Old,Yes
617,9998,Female,Old,No
618,4672,Male,Old,No
619,33527,Male,Old,Yes
620,15393,Male,Old,Yes
621,292,Male,Old,Yes
622,22905,Male,Old,Yes
623,32540,Female,Old,Yes
624,7592,Male,Old,Yes
625,20825,Male,Old,Yes
626,19475,Female,Old,Yes
627,26869,Female,Old,Yes
628,45863,Male,Old,Yes
629,36079,Male,Old,No
630,43645,Male,Old,Yes
631,33886,Female,Old,No
632,33155,Female,Old,No
633,1599,Female,Old,No
634,11048,Female,Old,Yes
635,1030,Male,Old,Yes
636,13702,Male,Old,Yes
637,49095,Male,Old,Yes
638,11843,Female,Old,No
639,8739,Male,Old,Yes
640,47239,Male,Old,No
641,25480,Male,Old,Yes
642,12414,Female,Old,No
643,48837,Male,Old,Yes
644,40276,Male,Old,Yes
645,14129,Male,Old,Yes
646,33152,Male,Old,Yes
647,1164,Female,Old,No
648,20798,Female,Old,No
649,45313,Male,Old,Yes
650,21704,Female,Old,Yes
651,26389,Female,Old,No
652,17031,Female,Old,No
653,8642,Male,Old,Yes
654,3882,Male,Old,Yes
655,12469,Female,Old,Yes
656,23899,Female,Old,No
657,15726,Male,Old,Yes
658,23080,Female,Old,No
659,46958,Male,Old,Yes
660,19334,Male,Old,Yes
661,7063,Male,Old,Yes
662,27016,Male,Old,Yes
663,1390,Male,Old,Yes
664,27639,Male,Old,Yes
665,27468,Female,Old,Yes
666,45342,Female,Old,Yes
667,18348,Female,Old,No
668,24884,Male,Old,Yes
669,9826,Male,Old,Yes
670,21023,Female,Old,Yes
671,5266,Female,Old,No
672,13139,Male,Old,Yes
673,34216,Female,Old,No
674,9195,Female,Old,No
675,38530,Male,Old,Yes
676,18832,Female,Old,No
677,20071,Male,Old,Yes
678,40484,Female,Old,Yes
679,13571,Female,Old,No
680,32609,Female,Old,Yes
681,13995,Male,Old,Yes
682,11457,Female,Old,Yes
683,1536,Male,Old,No
684,508,Male,Old,No
685,12451,Female,Old,No
686,40759,Male,Old,Yes
687,33426,Female,Old,Yes
688,18858,Female,Old,No
689,8279,Male,Old,Yes
690,15107,Male,Old,Yes
691,43107,Female,Old,Yes
692,36296,Female,Old,Yes
693,19962,Female,Old,Yes
694,13732,Male,Old,No
695,44265,Male,Old,Yes
696,21906,Female,Old,Yes
697,5491,Male,Old,Yes
698,30319,Female,Old,No
699,42008,Male,Old,Yes
700,4413,Female,Old,No
701,5687,Male,Old,Yes
702,4850,Male,Old,Yes
703,35291,Male,Old,Yes
704,20767,Male,Old,Yes
705,25330,Male,Old,Yes
706,47424,Female,Old,Yes
707,32070,Female,Old,No
708,14303,Male,Old,Yes
709,4305,Female,Old,Yes
710,6065,Male,Old,Yes
711,18685,Male,Old,Yes
712,31515,Male,Old,Yes
713,6778,Female,Old,Yes
714,14463,Male,Old,Yes
715,3758,Male,Old,Yes
716,26276,Male,Old,Yes
717,28320,Female,Old,No
718,672,Male,Old,Yes
719,45605,Female,Old,Yes
720,30259,Female,Old,No
721,37506,Female,Old,Yes
722,22522,Female,Old,No
723,4168,Male,Old,No
724,45715,Male,Old,Yes
725,46053,Male,Old,Yes
726,42176,Female,Old,Yes
727,31408,Female,Old,No
728,16466,Female,Old,Yes
729,47396,Male,Old,Yes
730,43120,Female,Old,No
731,46149,Female,Old,Yes
732,29005,Female,Old,No
733,48672,Male,Old,Yes
734,37761,Female,Old,Yes
735,6522,Female,Old,No
736,48070,Male,Old,No
737,47795,Female,Old,Yes
738,17487,Male,Old,Yes
739,14427,Female,Old,No
740,40797,Male,Old,Yes
741,15443,Male,Old,Yes
742,32377,Female,Old,No
743,23239,Female,Old,No
744,45411,Female,Old,No
745,40632,Male,Old,Yes
746,26003,Male,Old,Yes
747,18576,Male,Old,Yes
748,46990,Male,Old,Yes
749,14430,Female,Old,Yes
750,28641,Female,Old,Yes
751,40154,Male,Old,Yes
752,15897,Male,Old,Yes
753,21678,Male,Old,Yes
754,4729,Male,Old,Yes
755,29196,Male,Old,Yes
756,26174,Male,Old,Yes
757,16085,Male,Old,Yes
758,22445,Male,Old,Yes
759,24319,Female,Old,Yes
760,49725,Male,Old,Yes
761,2182,Male,Old,Yes
762,13124,Male,Old,Yes
763,19240,Female,Old,No
764,27477,Male,Old,Yes
765,5545,Male,Old,No
766,20657,Female,Old,No
767,2191,Male,Old,Yes
768,20348,Female,Old,No
769,19042,Male,Old,Yes
770,26319,Male,Old,Yes
771,45286,Male,Old,Yes
772,39530,Male,Old,Yes
773,40085,Male,Old,No
774,49407,Male,Old,Yes
775,15394,Male,Old,Yes
776,20727,Female,Old,Yes
777,34833,Male,Old,Yes
778,18444,Female,Old,No
779,36257,Male,Old,Yes
780,23318,Female,Old,No
781,199,Male,Old,Yes
782,27389,Female,Old,No
783,49128,Female,Old,Yes
784,43868,Male,Old,Yes
785,32324,Female,Old,Yes
786,24551,Female,Old,No
787,45881,Male,Old,No
788,28244,Female,Old,No
789,42476,Male,Old,Yes
790,15458,Male,Old,No
791,23892,Male,Old,Yes
792,4243,Male,Old,Yes
793,26680,Female,Old,No
794,26328,Male,Old,Yes
795,43182,Male,Old,Yes
796,3037,Male,Old,Yes
797,44035,Male,Old,Yes
798,28136,Male,Old,Yes
799,29157,Female,Old,No
800,4775,Male,Old,Yes
801,44175,Female,Old,No
802,26268,Female,Old,No
803,45664,Male,Old,Yes
804,15200,Male,Old,Yes
805,19277,Female,Old,No
806,45437,Male,Old,Yes
807,32469,Female,Old,No
808,42364,Female,Old,Yes
809,11062,Male,Old,Yes
810,16179,Female,Old,No
811,33231,Male,Old,Yes
812,41770,Female,Old,Yes
813,7342,Male,Old,Yes
814,13963,Female,Old,Yes
815,19326,Female,Old,No
816,24186,Male,Old,Yes
817,15607,Male,Old,Yes
818,3862,Female,Old,No
819,34575,Male,Old,Yes
820,30793,Male,Old,Yes
821,27804,Male,Old,Yes
822,6850,Male,Old,Yes
823,26971,Male,Old,No
824,10801,Male,Old,Yes
825,20824,Male,Old,Yes
826,34513,Female,Old,Yes
827,39600,Female,Old,No
828,35148,Male,Old,Yes
829,1507,Male,Old,Yes
830,43715,Female,Old,Yes
831,37181,Male,Old,Yes
832,20053,Male,Old,Yes
833,21583,Male,Old,Yes
834,23137,Female,Old,No
835,7920,Female,Old,Yes
836,3377,Male,Old,Yes
837,27178,Male,Old,Yes
838,44874,Female,Old,No
839,40463,Female,Old,Yes
840,44519,Female,Old,No
841,23534,Female,Old,No
842,21433,Female,Old,No
843,39920,Female,Old,No
844,32468,Female,Old,Yes
845,20730,Male,Old,Yes
846,14402,Male,Old,Yes
847,32074,Female,Old,Yes
848,998,Female,Old,Yes
849,39525,Female,Old,No
850,2757,Male,Old,Yes
851,21394,Female,Old,No
852,36682,Female,Old,Yes
853,18097,Female,Old,Yes
854,16941,Female,Old,No
855,24889,Male,Old,No
856,6075,Male,Old,No
857,23681,Female,Old,No
858,42369,Female,Old,No
859,28965,Female,Old,Yes
860,34394,Male,Old,Yes
861,41344,Male,Old,Yes
862,13685,Female,Old,No
863,25312,Female,Old,No
864,8976,Female,Old,No
865,6965,Male,Old,Yes
866,37578,Male,Old,Yes
867,1118,Male,Old,Yes
868,43038,Male,Old,Yes
869,42472,Male,Old,Yes
870,4064,Male,Old,Yes
871,42961,Female,Old,Yes
872,37193,Male,Old,Yes
873,18315,Male,Old,Yes
874,48301,Male,Old,Yes
875,44471,Male,Old,Yes
876,46248,Female,Old,Yes
877,49969,Male,Old,Yes
878,17080,Female,Old,Yes
879,17515,Female,Old,No
880,23180,Male,Old,Yes
881,147,Female,Old,No
882,46601,Male,Old,Yes
883,38978,Male,Old,Yes
884,25740,Male,Old,Yes
885,9928,Male,Old,Yes
886,41977,Female,Old,No
887,25836,Female,Old,No
888,6095,Male,Old,Yes
889,48109,Female,Old,No
890,43173,Female,Old,Yes
891,2996,Male,Old,Yes
892,39134,Female,Old,No
893,17342,Female,Old,Yes
894,21244,Female,Old,Yes
895,6100,Male,Old,Yes
896,15612,Male,Old,Yes
897,48409,Male,Old,Yes
898,14160,Male,Old,Yes
899,708,Female,Old,No
900,46640,Male,Old,Yes
901,22245,Female,Old,Yes
902,26065,Female,Old,No
903,21187,Female,Old,Yes
904,12981,Male,Old,No
905,36415,Male,Old,No
906,26590,Male,Old,Yes
907,49101,Female,Old,No
908,42729,Male,Old,Yes
909,6735,Male,Old,Yes
910,41200,Male,Old,No
911,34705,Female,Old,No
912,28691,Female,Old,Yes
913,18388,Male,Old,No
914,6211,Male,Old,Yes
915,19068,Female,Old,No
916,14851,Male,Old,Yes
917,11306,Male,Old,Yes
918,38420,Male,Old,Yes
919,39315,Male,Old,Yes
920,46764,Male,Old,No
921,3570,Male,Old,Yes
922,262,Female,Old,No
923,23480,Male,Old,Yes
924,7895,Male,Old,Yes
925,8931,Male,Old,Yes
926,20646,Female,Old,No
927,30210,Female,Old,Yes
928,5576,Male,Old,Yes
929,23068,Male,Old,Yes
930,9020,Male,Old,Yes
931,34073,Female,Old,Yes
932,659,Female,Old,Yes
933,36481,Female,Old,No
934,6623,Male,Old,Yes
935,40630,Female,Old,No
936,2008,Male,Old,Yes
937,17679,Male,Old,Yes
938,12351,Male,Old,Yes
939,34725,Female,Old,No
940,4086,Female,Old,No
941,15981,Male,Old,Yes
942,18314,Male,Old,Yes
943,42813,Male,Old,Yes
944,7439,Female,Old,Yes
945,45576,Female,Old,No
946,31078,Female,Old,Yes
947,48011,Female,Old,Yes
948,4162,Male,Old,Yes
949,19341,Female,Old,No
950,13242,Male,Old,Yes
951,43901,Male,Old,No
952,10317,Male,Old,Yes
953,23428,Female,Old,No
954,35665,Female,Old,Yes
955,47044,Female,Old,Yes
956,26610,Female,Old,No
957,16549,Female,Old,No
958,48894,Female,Old,No
959,32770,Male,Old,Yes
960,879,Female,Old,No
961,11380,Female,Old,No
962,29568,Female,Old,Yes
963,22618,Female,Old,No
964,3840,Male,Old,Yes
965,39506,Female,Old,Yes
966,33288,Male,Old,Yes
967,17395,Female,Old,No
968,18473,Female,Old,Yes
969,30214,Male,Old,Yes
970,36944,Male,Old,Yes
971,10657,Female,Old,No
972,26775,Male,Old,Yes
973,28995,Female,Old,No
974,4229,Male,Old,Yes
975,43122,Male,Old,Yes
